#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PPP2R3B	PPP2R2B	1857883	1851897	9606.ENSP00000375080	9606.ENSP00000336591	0	0	0	0	0.060	0	0.360	0.474	0.656
SETD1A	H3F3B	1845165	1844327	9606.ENSP00000262519	9606.ENSP00000254810	0	0	0	0	0.066	0.259	0	0.542	0.655
MLL	CXXC1	1862045	1859496	9606.ENSP00000436786	9606.ENSP00000390475	0	0	0	0.613	0.053	0.534	0	0.663	0.655
CHD1L	SMARCC2	1854989	1845915	9606.ENSP00000358262	9606.ENSP00000267064	0	0	0	0	0.350	0.449	0	0.116	0.655
H3F3B	TBP	1844327	1843249	9606.ENSP00000254810	9606.ENSP00000230354	0	0	0	0	0.054	0.061	0	0.643	0.655
ASH2L	HOXC8	1852381	1842208	9606.ENSP00000340896	9606.ENSP00000040584	0	0	0	0	0	0.169	0	0.600	0.653
BPTF	HOXC8	1848931	1842208	9606.ENSP00000307208	9606.ENSP00000040584	0	0	0	0	0	0.293	0	0.530	0.653
HDAC2	WDR5	1861837	1853715	9606.ENSP00000430432	9606.ENSP00000351446	0	0	0	0	0.151	0.362	0	0.402	0.648
SMARCA5	TAF1	1846833	1846471	9606.ENSP00000283131	9606.ENSP00000276072	0	0	0	0	0.259	0.400	0	0.269	0.647
HIST1H3A	SETD1B	1853568	1845925	9606.ENSP00000350275	9606.ENSP00000267197	0	0	0	0	0.066	0.299	0	0.504	0.647
MLL	HIST1H3A	1862045	1853568	9606.ENSP00000436786	9606.ENSP00000350275	0	0	0	0	0.054	0.505	0	0.303	0.646
HIST1H3C	SETD1B	1862129	1845925	9606.ENSP00000439493	9606.ENSP00000267197	0	0	0	0	0.066	0.259	0	0.529	0.645
HIST1H3J	SETD1B	1853820	1845925	9606.ENSP00000352252	9606.ENSP00000267197	0	0	0	0	0.066	0.259	0	0.528	0.645
EHMT2	BPTF	1856323	1848931	9606.ENSP00000364687	9606.ENSP00000307208	0	0	0	0	0.092	0.268	0	0.508	0.644
SMARCA1	HIST1H4I	1855408	1853039	9606.ENSP00000360163	9606.ENSP00000346316	0	0	0	0	0.054	0.188	0	0.574	0.644
CECR2	TBP	1845180	1843249	9606.ENSP00000262608	9606.ENSP00000230354	0	0	0	0	0.065	0.404	0	0.413	0.644
EHMT2	SMARCA1	1856323	1855408	9606.ENSP00000364687	9606.ENSP00000360163	0	0	0	0	0.112	0.174	0	0.554	0.644
SMARCA1	HIST1H4A	1855408	1853925	9606.ENSP00000360163	9606.ENSP00000352980	0	0	0	0	0.054	0.188	0	0.573	0.643
TAF10	SMARCC1	1848061	1844297	9606.ENSP00000299424	9606.ENSP00000254480	0	0	0	0	0	0.596	0	0.150	0.642
MLL	H3F3A	1862045	1854454	9606.ENSP00000436786	9606.ENSP00000355778	0	0	0	0	0.054	0.505	0	0.291	0.640
CECR2	ASF1A	1845180	1843214	9606.ENSP00000262608	9606.ENSP00000229595	0	0	0	0	0.072	0.505	0	0.281	0.640
SMARCA1	HIST1H3A	1855408	1853568	9606.ENSP00000360163	9606.ENSP00000350275	0	0	0	0	0.056	0.429	0	0.384	0.639
C17orf49	DPY30	1862521	1847527	9606.ENSP00000448598	9606.ENSP00000295066	0	0	0	0	0.056	0.192	0	0.560	0.635
WDR73	HIST1H4I	1859320	1853039	9606.ENSP00000387982	9606.ENSP00000346316	0	0	0	0	0.053	0.520	0	0.261	0.634
WDR73	HIST1H4A	1859320	1853925	9606.ENSP00000387982	9606.ENSP00000352980	0	0	0	0	0.053	0.520	0	0.261	0.634
HIST1H4A	WDR59	1853925	1845075	9606.ENSP00000352980	9606.ENSP00000262144	0	0	0	0	0.053	0.520	0	0.261	0.634
SMARCA1	H3F3B	1855408	1844327	9606.ENSP00000360163	9606.ENSP00000254810	0	0	0	0	0.056	0.188	0	0.560	0.634
HIST1H4I	WDR59	1853039	1845075	9606.ENSP00000346316	9606.ENSP00000262144	0	0	0	0	0.053	0.520	0	0.261	0.634
MLL	HIST3H3	1862045	1854433	9606.ENSP00000436786	9606.ENSP00000355657	0	0	0	0	0.054	0.505	0	0.279	0.633
EHMT2	RBBP5	1856323	1845562	9606.ENSP00000364687	9606.ENSP00000264515	0	0	0	0	0.073	0.438	0	0.347	0.630
CDC5L	TAF1	1855491	1846471	9606.ENSP00000360532	9606.ENSP00000276072	0	0	0	0	0.160	0.533	0	0.127	0.627
MTA1	WDR59	1851603	1845075	9606.ENSP00000333633	9606.ENSP00000262144	0	0	0	0	0.099	0.602	0	0	0.626
HIST3H3	SETD1B	1854433	1845925	9606.ENSP00000355657	9606.ENSP00000267197	0	0	0	0	0.066	0.259	0	0.504	0.626
HIST3H3	SETD1A	1854433	1845165	9606.ENSP00000355657	9606.ENSP00000262519	0	0	0	0	0.066	0.259	0	0.504	0.626
HIST1H4I	HIRA	1853039	1845306	9606.ENSP00000346316	9606.ENSP00000263208	0	0	0	0	0	0.292	0	0.491	0.624
HIST1H4A	HIRA	1853925	1845306	9606.ENSP00000352980	9606.ENSP00000263208	0	0	0	0	0	0.292	0	0.491	0.624
TAF1	NCOR1	1846471	1846039	9606.ENSP00000276072	9606.ENSP00000268712	0	0	0	0	0.476	0.054	0	0.295	0.620
SMARCA5	SETD1A	1846833	1845165	9606.ENSP00000283131	9606.ENSP00000262519	0	0	0	0	0.271	0.106	0	0.462	0.619
TAF1L	CDC5L	1861354	1855491	9606.ENSP00000418379	9606.ENSP00000360532	0	0	0	0	0.132	0.533	0	0.127	0.615
PPP2R3B	PPP4R1L	1857883	1851868	9606.ENSP00000375080	9606.ENSP00000335579	0	0	0	0	0.074	0.463	0	0.281	0.611
BPTF	TADA2A	1848931	1843019	9606.ENSP00000307208	9606.ENSP00000225396	0	0	0	0	0.073	0.509	0	0.211	0.609
MTA2	WDR59	1846587	1845075	9606.ENSP00000278823	9606.ENSP00000262144	0	0	0	0	0.059	0.602	0	0	0.609
TAF2	BPTF	1856824	1848931	9606.ENSP00000367406	9606.ENSP00000307208	0	0	0	0	0.211	0.500	0	0.089	0.609
HIST1H4A	CHRAC1	1853925	1842807	9606.ENSP00000352980	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.188	0.608
TAF2	BAZ1A	1856824	1853982	9606.ENSP00000367406	9606.ENSP00000353458	0	0	0	0	0.174	0.500	0	0.126	0.607
NCOR1	SMARCC2	1846039	1845915	9606.ENSP00000268712	9606.ENSP00000267064	0	0	0	0	0.231	0.360	0	0.263	0.606
EHMT2	SMARCA5	1856323	1846833	9606.ENSP00000364687	9606.ENSP00000283131	0	0	0	0	0.112	0.174	0	0.504	0.604
BAZ1A	SMARCC1	1853982	1844297	9606.ENSP00000353458	9606.ENSP00000254480	0	0	0	0	0.105	0.378	0	0.346	0.604
CXXC1	EHMT2	1859496	1856323	9606.ENSP00000390475	9606.ENSP00000364687	0	0	0	0	0.099	0.319	0	0.407	0.604
TAF1L	KAT2A	1861354	1843061	9606.ENSP00000418379	9606.ENSP00000225916	0	0	0	0.614	0.106	0.515	0	0.344	0.603
SMARCD2	BPTF	1859660	1848931	9606.ENSP00000392617	9606.ENSP00000307208	0	0	0	0	0.057	0.574	0	0.092	0.603
HIST1H4I	CHRAC1	1853039	1842807	9606.ENSP00000346316	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.175	0.602
CECR2	TAF9	1845180	1842675	9606.ENSP00000262608	9606.ENSP00000217893	0	0	0	0	0.119	0.543	0	0.093	0.602
BAZ1A	HIST1H3A	1853982	1853568	9606.ENSP00000353458	9606.ENSP00000350275	0	0	0	0	0.047	0.537	0	0.167	0.601
SMARCA1	HIST1H3J	1855408	1853820	9606.ENSP00000360163	9606.ENSP00000352252	0	0	0	0	0.056	0.188	0	0.519	0.599
SMARCA1	HIST1H3E	1855408	1854001	9606.ENSP00000360163	9606.ENSP00000353581	0	0	0	0	0.056	0.188	0	0.519	0.599
TAF1L	CECR2	1861354	1845180	9606.ENSP00000418379	9606.ENSP00000262608	0	0	0	0.610	0.106	0.515	0	0.316	0.598
EHMT2	TAF1	1856323	1846471	9606.ENSP00000364687	9606.ENSP00000276072	0	0	0	0	0.114	0.268	0	0.428	0.597
PPP2R3B	PPP2R5E	1857883	1852023	9606.ENSP00000375080	9606.ENSP00000337641	0	0	0	0	0.099	0	0.360	0.356	0.596
POLE3	RSF1	1856055	1849435	9606.ENSP00000363284	9606.ENSP00000311513	0	0	0	0	0	0	0	0.595	0.595
TADA2B	BPTF	1849028	1848931	9606.ENSP00000308022	9606.ENSP00000307208	0	0	0	0	0.101	0.509	0	0.154	0.594
KDM4C	BPTF	1857360	1848931	9606.ENSP00000370710	9606.ENSP00000307208	0	0	0	0	0.278	0.120	0	0.411	0.593
TAF1	CECR2	1846471	1845180	9606.ENSP00000276072	9606.ENSP00000262608	0	0	0	0.610	0.106	0.515	0	0.288	0.593
HDAC1	SMARCC2	1855935	1845915	9606.ENSP00000362649	9606.ENSP00000267064	0	0	0	0	0.104	0.382	0	0.324	0.593
H3F3B	CHRAC1	1844327	1842807	9606.ENSP00000254810	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.154	0.592
H3F3A	CHRAC1	1854454	1842807	9606.ENSP00000355778	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.154	0.592
RBBP7	HIRA	1857150	1845306	9606.ENSP00000369424	9606.ENSP00000263208	0	0	0	0	0.107	0.292	0	0.405	0.591
TAF2	CECR2	1856824	1845180	9606.ENSP00000367406	9606.ENSP00000262608	0	0	0	0	0.171	0.500	0	0.092	0.590
HDAC2	ASF1A	1861837	1843214	9606.ENSP00000430432	9606.ENSP00000229595	0	0	0	0	0.221	0.185	0	0.404	0.589
MLL	WDR82	1862045	1847739	9606.ENSP00000436786	9606.ENSP00000296490	0	0	0	0	0.178	0.323	0	0.318	0.588
HIST1H3C	SMARCA1	1862129	1855408	9606.ENSP00000439493	9606.ENSP00000360163	0	0	0	0	0.056	0.188	0	0.505	0.587
EHMT2	CDC5L	1856323	1855491	9606.ENSP00000364687	9606.ENSP00000360532	0	0	0	0	0.056	0.537	0	0.127	0.585
HIST1H3A	CHRAC1	1853568	1842807	9606.ENSP00000350275	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.140	0.585
HIST1H3J	CHRAC1	1853820	1842807	9606.ENSP00000352252	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.140	0.585
HIST3H3	CHRAC1	1854433	1842807	9606.ENSP00000355657	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.140	0.585
HIST2H3A	CHRAC1	1859040	1842807	9606.ENSP00000385479	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.140	0.585
HIST1H3C	CHRAC1	1862129	1842807	9606.ENSP00000439493	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.140	0.585
HIST1H3E	CHRAC1	1854001	1842807	9606.ENSP00000353581	9606.ENSP00000220913	0	0	0	0	0.074	0.521	0	0.140	0.585
BAZ1A	SMARCC2	1853982	1845915	9606.ENSP00000353458	9606.ENSP00000267064	0	0	0	0	0.137	0.378	0	0.288	0.585
CCDC101	TAF1	1849846	1846471	9606.ENSP00000316114	9606.ENSP00000276072	0	0	0	0	0.150	0.388	0	0.264	0.583
TAF1L	CCDC101	1861354	1849846	9606.ENSP00000418379	9606.ENSP00000316114	0	0	0	0	0.150	0.388	0	0.264	0.583
HDAC1	ASF1A	1855935	1843214	9606.ENSP00000362649	9606.ENSP00000229595	0	0	0	0	0.101	0.185	0	0.475	0.582
HIST1H4I	SMARCC1	1853039	1844297	9606.ENSP00000346316	9606.ENSP00000254480	0	0	0	0	0.055	0.292	0	0.424	0.581
HIST1H4A	SMARCC1	1853925	1844297	9606.ENSP00000352980	9606.ENSP00000254480	0	0	0	0	0.055	0.292	0	0.424	0.581
TAF1L	SMARCA5	1861354	1846833	9606.ENSP00000418379	9606.ENSP00000283131	0	0	0	0	0.223	0.400	0	0.173	0.580
BAZ1A	HIST1H4I	1853982	1853039	9606.ENSP00000353458	9606.ENSP00000346316	0	0	0	0	0	0.318	0	0.408	0.579
WDR82	WDR59	1847739	1845075	9606.ENSP00000296490	9606.ENSP00000262144	0	0	0	0	0.124	0.517	0	0.084	0.578
BAZ1A	TAF10	1853982	1848061	9606.ENSP00000353458	9606.ENSP00000299424	0	0	0	0	0.045	0.534	0	0.127	0.578
MLL	HDAC2	1862045	1861837	9606.ENSP00000436786	9606.ENSP00000430432	0.065	0	0	0	0.064	0.359	0	0.335	0.577
GRWD1	NHP2L1	1844208	1842526	9606.ENSP00000253237	9606.ENSP00000215956	0	0	0	0	0.577	0	0	0	0.577
BAZ1A	TADA2B	1853982	1849028	9606.ENSP00000353458	9606.ENSP00000308022	0	0	0	0	0.073	0.509	0	0.147	0.577
TAF1L	HDAC1	1861354	1855935	9606.ENSP00000418379	9606.ENSP00000362649	0	0	0	0	0.102	0.292	0	0.388	0.576
HDAC1	HOXC8	1855935	1842208	9606.ENSP00000362649	9606.ENSP00000040584	0	0	0	0	0	0.080	0	0.558	0.576
HDAC2	TAF1L	1861837	1861354	9606.ENSP00000430432	9606.ENSP00000418379	0	0	0	0	0.102	0.292	0	0.388	0.576
BPTF	TAF10	1848931	1848061	9606.ENSP00000307208	9606.ENSP00000299424	0	0	0	0	0.046	0.534	0	0.119	0.574
EHMT2	KAT2A	1856323	1843061	9606.ENSP00000364687	9606.ENSP00000225916	0	0	0	0	0.054	0.268	0	0.434	0.574
SMARCC2	KAT2A	1845915	1843061	9606.ENSP00000267064	9606.ENSP00000225916	0	0	0	0	0.123	0.378	0	0.282	0.574
TAF6	BPTF	1860193	1848931	9606.ENSP00000399982	9606.ENSP00000307208	0	0	0	0	0.092	0.511	0	0.117	0.573
KDM4C	EHMT2	1857360	1856323	9606.ENSP00000370710	9606.ENSP00000364687	0	0	0	0	0.067	0.175	0	0.489	0.573
HDAC1	HAT1	1855935	1845481	9606.ENSP00000362649	9606.ENSP00000264108	0	0	0	0	0.091	0	0	0.549	0.572
SMARCC1	TBP	1844297	1843249	9606.ENSP00000254480	9606.ENSP00000230354	0	0	0	0	0.070	0.115	0	0.521	0.571
TAF5	BPTF	1855115	1848931	9606.ENSP00000358854	9606.ENSP00000307208	0	0	0	0	0.100	0.512	0	0.100	0.570
TAF5	BAZ1A	1855115	1853982	9606.ENSP00000358854	9606.ENSP00000353458	0	0	0	0	0.095	0.512	0	0.100	0.567
BPTF	TBP	1848931	1843249	9606.ENSP00000307208	9606.ENSP00000230354	0	0	0	0	0.099	0.404	0	0.259	0.567
HIST1H4A	SETD1B	1853925	1845925	9606.ENSP00000352980	9606.ENSP00000267197	0	0	0	0	0.054	0.259	0	0.430	0.565
HIST1H4I	SETD1B	1853039	1845925	9606.ENSP00000346316	9606.ENSP00000267197	0	0	0	0	0.054	0.259	0	0.430	0.565
TAF6	BAZ1A	1860193	1853982	9606.ENSP00000399982	9606.ENSP00000353458	0	0	0	0	0.073	0.511	0	0.117	0.564
TAF1L	SMARCA1	1861354	1855408	9606.ENSP00000418379	9606.ENSP00000360163	0	0	0	0	0.223	0.400	0	0.138	0.563
HAT1	H3F3B	1845481	1844327	9606.ENSP00000264108	9606.ENSP00000254810	0	0	0	0	0.054	0.503	0	0.145	0.562
WDR5	HIST1H3A	1853715	1853568	9606.ENSP00000351446	9606.ENSP00000350275	0	0	0	0	0.052	0.392	0	0.301	0.562
MLL	HIST1H4I	1862045	1853039	9606.ENSP00000436786	9606.ENSP00000346316	0	0	0	0	0.054	0.259	0	0.425	0.561
HDAC2	SMARCC2	1861837	1845915	9606.ENSP00000430432	9606.ENSP00000267064	0	0	0	0	0.104	0.382	0	0.267	0.559
RBBP4	HIRA	1855919	1845306	9606.ENSP00000362592	9606.ENSP00000263208	0	0	0	0	0.107	0.292	0	0.359	0.559
TAF1L	EHMT2	1861354	1856323	9606.ENSP00000418379	9606.ENSP00000364687	0	0	0	0	0.114	0.268	0	0.373	0.557
TAF1L	CHD1L	1861354	1854989	9606.ENSP00000418379	9606.ENSP00000358262	0	0	0	0	0.223	0.400	0	0.127	0.557
CHD1L	TAF1	1854989	1846471	9606.ENSP00000358262	9606.ENSP00000276072	0	0	0	0	0.223	0.400	0	0.127	0.557
BAZ1A	TADA3	1853982	1848982	9606.ENSP00000353458	9606.ENSP00000307684	0	0	0	0	0.060	0.490	0	0.149	0.556
HIST1H3E	MLL2	1854001	1848242	9606.ENSP00000353581	9606.ENSP00000301067	0	0	0	0	0.054	0.259	0	0.418	0.556
HIST1H3C	SMARCA5	1862129	1846833	9606.ENSP00000439493	9606.ENSP00000283131	0	0	0	0	0.056	0.188	0	0.466	0.555
HIST1H3E	SMARCA5	1854001	1846833	9606.ENSP00000353581	9606.ENSP00000283131	0	0	0	0	0.056	0.188	0	0.466	0.555
HIST1H3J	MLL2	1853820	1848242	9606.ENSP00000352252	9606.ENSP00000301067	0	0	0	0	0.054	0.259	0	0.416	0.555
RSF1	SMARCC1	1849435	1844297	9606.ENSP00000311513	9606.ENSP00000254480	0	0	0	0	0.095	0	0	0.527	0.553
BPTF	SMARCC2	1848931	1845915	9606.ENSP00000307208	9606.ENSP00000267064	0	0	0	0	0.174	0.378	0	0.194	0.551
BAZ1A	ASF1A	1853982	1843214	9606.ENSP00000353458	9606.ENSP00000229595	0	0	0	0	0.059	0.505	0	0.112	0.550
HIST3H3	MLL3	1854433	1845086	9606.ENSP00000355657	9606.ENSP00000262189	0	0	0	0	0.054	0.478	0	0.161	0.550
HIST1H3J	SMARCA5	1853820	1846833	9606.ENSP00000352252	9606.ENSP00000283131	0	0	0	0	0.056	0.188	0	0.458	0.548
HIRA	SETD1A	1845306	1845165	9606.ENSP00000263208	9606.ENSP00000262519	0	0	0	0	0.162	0.119	0	0.435	0.547
TAF7	CECR2	1849570	1845180	9606.ENSP00000312709	9606.ENSP00000262608	0	0	0	0	0.167	0.452	0	0.088	0.547
CXXC1	MLL3	1859496	1845086	9606.ENSP00000390475	9606.ENSP00000262189	0	0	0	0	0.059	0.319	0	0.350	0.547
ASH2L	TAF1	1852381	1846471	9606.ENSP00000340896	9606.ENSP00000276072	0	0	0	0	0.213	0.170	0.360	0	0.546
HIST1H3C	MLL2	1862129	1848242	9606.ENSP00000439493	9606.ENSP00000301067	0	0	0	0	0.054	0.259	0	0.398	0.541
RBBP4	SMARCC1	1855919	1844297	9606.ENSP00000362592	9606.ENSP00000254480	0	0	0	0	0.350	0	0	0.323	0.541
TADA3	BPTF	1848982	1848931	9606.ENSP00000307684	9606.ENSP00000307208	0	0	0	0	0.060	0.490	0	0.119	0.540
RBBP7	SMARCC1	1857150	1844297	9606.ENSP00000369424	9606.ENSP00000254480	0	0	0	0	0.350	0	0	0.321	0.540
HIST1H3A	ASH2L	1853568	1852381	9606.ENSP00000350275	9606.ENSP00000340896	0	0	0	0	0.054	0.363	0	0.297	0.540
HDAC1	MLL2	1855935	1848242	9606.ENSP00000362649	9606.ENSP00000301067	0.065	0	0	0	0.064	0.292	0	0.345	0.539
KDM4C	TAF1	1857360	1846471	9606.ENSP00000370710	9606.ENSP00000276072	0	0	0	0	0.413	0.120	0	0.177	0.538
HDAC1	SETD1B	1855935	1845925	9606.ENSP00000362649	9606.ENSP00000267197	0.065	0	0	0	0.072	0.292	0	0.335	0.537
H3F3A	MLL2	1854454	1848242	9606.ENSP00000355778	9606.ENSP00000301067	0	0	0	0	0.054	0.259	0	0.392	0.537
HIST1H4A	MLL2	1853925	1848242	9606.ENSP00000352980	9606.ENSP00000301067	0	0	0	0	0.054	0.259	0	0.391	0.536
HIST1H4I	MLL2	1853039	1848242	9606.ENSP00000346316	9606.ENSP00000301067	0	0	0	0	0.054	0.259	0	0.391	0.536
BPTF	SMARCC1	1848931	1844297	9606.ENSP00000307208	9606.ENSP00000254480	0	0	0	0	0.105	0.378	0	0.223	0.530
BAZ1A	TBP	1853982	1843249	9606.ENSP00000353458	9606.ENSP00000230354	0	0	0	0	0.074	0.404	0	0.216	0.529
CXXC1	NUDT12	1859496	1843266	9606.ENSP00000390475	9606.ENSP00000230792	0	0	0	0	0	0.528	0	0	0.528
HDAC2	DPY30	1861837	1847527	9606.ENSP00000430432	9606.ENSP00000295066	0	0	0	0	0.043	0.503	0	0.084	0.527
SMARCA5	ASF1A	1846833	1843214	9606.ENSP00000283131	9606.ENSP00000229595	0	0	0	0	0.194	0.263	0	0.268	0.527
SMARCA5	SETD1B	1846833	1845925	9606.ENSP00000283131	9606.ENSP00000267197	0	0	0	0	0.271	0.106	0	0.330	0.525
CXXC1	HIST1H4A	1859496	1853925	9606.ENSP00000390475	9606.ENSP00000352980	0	0	0	0	0	0.102	0	0.492	0.524
SETD1A	TBP	1845165	1843249	9606.ENSP00000262519	9606.ENSP00000230354	0	0	0	0	0.073	0.062	0	0.496	0.524
SF3B1	TAF1	1851836	1846471	9606.ENSP00000335321	9606.ENSP00000276072	0	0	0	0	0.512	0	0	0.065	0.524
HDAC1	CHD1L	1855935	1854989	9606.ENSP00000362649	9606.ENSP00000358262	0	0	0	0	0.085	0.170	0	0.423	0.523
HDAC2	CHD1L	1861837	1854989	9606.ENSP00000430432	9606.ENSP00000358262	0	0	0	0	0.085	0.170	0	0.423	0.523
TAF7	BPTF	1849570	1848931	9606.ENSP00000312709	9606.ENSP00000307208	0	0	0	0	0.121	0.452	0	0.088	0.522
BAZ1A	TAF7	1853982	1849570	9606.ENSP00000353458	9606.ENSP00000312709	0	0	0	0	0.121	0.452	0	0.088	0.522
SMARCA5	H3F3B	1846833	1844327	9606.ENSP00000283131	9606.ENSP00000254810	0	0	0	0	0.056	0.188	0	0.426	0.522
H3F3A	TBP	1854454	1843249	9606.ENSP00000355778	9606.ENSP00000230354	0	0	0	0	0.054	0.061	0	0.505	0.522
CXXC1	HIST1H4I	1859496	1853039	9606.ENSP00000390475	9606.ENSP00000346316	0	0	0	0	0	0.102	0	0.490	0.522
SMARCA1	WDR5	1855408	1853715	9606.ENSP00000360163	9606.ENSP00000351446	0	0	0	0	0.153	0.096	0	0.424	0.521
HDAC2	SETD1B	1861837	1845925	9606.ENSP00000430432	9606.ENSP00000267197	0.065	0	0	0	0.072	0.292	0	0.312	0.520
HAT1	KAT2A	1845481	1843061	9606.ENSP00000264108	9606.ENSP00000225916	0	0	0	0	0.059	0.175	0	0.427	0.516
SETD1B	KAT2A	1845925	1843061	9606.ENSP00000267197	9606.ENSP00000225916	0	0	0	0	0.156	0.120	0	0.401	0.516
SMARCA1	SETD1B	1855408	1845925	9606.ENSP00000360163	9606.ENSP00000267197	0	0	0	0	0.271	0.106	0	0.315	0.515
SMARCA1	ASF1A	1855408	1843214	9606.ENSP00000360163	9606.ENSP00000229595	0	0	0	0	0.125	0.263	0	0.307	0.514
HDAC1	BAZ1A	1855935	1853982	9606.ENSP00000362649	9606.ENSP00000353458	0	0	0	0	0.086	0.292	0	0.308	0.513
HIST1H4I	NCOR1	1853039	1846039	9606.ENSP00000346316	9606.ENSP00000268712	0	0	0	0	0.056	0	0	0.506	0.513
HIST3H3	WDR5	1854433	1853715	9606.ENSP00000355657	9606.ENSP00000351446	0	0	0	0	0.052	0.362	0	0.260	0.513
HIRA	WDR59	1845306	1845075	9606.ENSP00000263208	9606.ENSP00000262144	0	0	0	0	0.126	0.292	0	0.276	0.512
CXXC1	HDAC1	1859496	1855935	9606.ENSP00000390475	9606.ENSP00000362649	0	0	0	0	0.117	0	0	0.468	0.511
HDAC2	SMARCC1	1861837	1844297	9606.ENSP00000430432	9606.ENSP00000254480	0	0	0	0	0.159	0.076	0	0.419	0.509
RBBP7	PPA2	1857150	1852751	9606.ENSP00000369424	9606.ENSP00000343885	0	0	0	0	0.113	0.292	0	0.281	0.509
HIST1H3C	TBP	1862129	1843249	9606.ENSP00000439493	9606.ENSP00000230354	0	0	0	0	0.054	0.061	0	0.490	0.508
HIST1H3E	WDR5	1854001	1853715	9606.ENSP00000353581	9606.ENSP00000351446	0	0	0	0	0.052	0.089	0	0.473	0.505
PPA1	SF3B1	1855858	1851836	9606.ENSP00000362329	9606.ENSP00000335321	0	0	0	0	0	0	0	0.502	0.502
WDR73	HIRA	1859320	1845306	9606.ENSP00000387982	9606.ENSP00000263208	0	0	0	0	0.107	0.292	0	0.276	0.502
HDAC2	MLL2	1861837	1848242	9606.ENSP00000430432	9606.ENSP00000301067	0.065	0	0	0	0.064	0.292	0	0.288	0.500
HIST1H3C	WDR5	1862129	1853715	9606.ENSP00000439493	9606.ENSP00000351446	0	0	0	0	0.052	0.089	0	0.468	0.500
HIST1H3C	MLL	1862129	1862045	9606.ENSP00000439493	9606.ENSP00000436786	0	0	0	0	0.054	0.259	0	0.343	0.499
MLL	HIST1H3E	1862045	1854001	9606.ENSP00000436786	9606.ENSP00000353581	0	0	0	0	0.054	0.259	0	0.343	0.499
HDAC1	BPTF	1855935	1848931	9606.ENSP00000362649	9606.ENSP00000307208	0	0	0	0	0.063	0.292	0	0.304	0.498
HIST1H4A	CECR2	1853925	1845180	9606.ENSP00000352980	9606.ENSP00000262608	0	0	0	0	0	0.318	0	0.292	0.496
HIST1H4I	CECR2	1853039	1845180	9606.ENSP00000346316	9606.ENSP00000262608	0	0	0	0	0	0.318	0	0.292	0.496
KDM4C	H3F3A	1857360	1854454	9606.ENSP00000370710	9606.ENSP00000355778	0	0	0	0	0.054	0.210	0	0.378	0.496
HDAC2	BAZ1A	1861837	1853982	9606.ENSP00000430432	9606.ENSP00000353458	0	0	0	0	0.086	0.292	0	0.284	0.496
EHMT2	WDR59	1856323	1845075	9606.ENSP00000364687	9606.ENSP00000262144	0	0	0	0	0.106	0.391	0	0.148	0.495
KDM4C	MLL2	1857360	1848242	9606.ENSP00000370710	9606.ENSP00000301067	0	0	0	0	0.154	0.106	0	0.382	0.493
TAF1	PRPF6	1846471	1845854	9606.ENSP00000276072	9606.ENSP00000266079	0	0	0	0	0.490	0	0	0.046	0.492
H3F3A	WDR5	1854454	1853715	9606.ENSP00000355778	9606.ENSP00000351446	0	0	0	0	0.052	0.089	0	0.459	0.492
TAF1L	PRPF6	1861354	1845854	9606.ENSP00000418379	9606.ENSP00000266079	0	0	0	0	0.490	0	0	0.046	0.492
BPTF	TAF1	1848931	1846471	9606.ENSP00000307208	9606.ENSP00000276072	0	0	0	0.608	0.273	0.292	0	0.164	0.491
HIST1H3J	CCDC101	1853820	1849846	9606.ENSP00000352252	9606.ENSP00000316114	0	0	0	0	0.056	0.446	0	0.104	0.491
KDM4C	HDAC1	1857360	1855935	9606.ENSP00000370710	9606.ENSP00000362649	0	0	0	0	0.057	0.377	0	0.200	0.489
PPP2CA	SF3B1	1861358	1851836	9606.ENSP00000418447	9606.ENSP00000335321	0	0	0	0	0.085	0	0	0.464	0.488
CDC5L	SUPT3H	1855491	1855487	9606.ENSP00000360532	9606.ENSP00000360515	0	0	0	0	0.047	0	0	0.485	0.488
TAF1L	WDR5	1861354	1853715	9606.ENSP00000418379	9606.ENSP00000351446	0	0	0	0	0.102	0.397	0	0.124	0.484
HIST1H3A	CCDC101	1853568	1849846	9606.ENSP00000350275	9606.ENSP00000316114	0	0	0	0	0.056	0.446	0	0.092	0.484
EHMT2	BAZ1A	1856323	1853982	9606.ENSP00000364687	9606.ENSP00000353458	0	0	0	0	0.055	0.268	0	0.313	0.483
RBBP4	SMARCC2	1855919	1845915	9606.ENSP00000362592	9606.ENSP00000267064	0	0	0	0	0.350	0	0	0.234	0.481
H3F3A	MLL3	1854454	1845086	9606.ENSP00000355778	9606.ENSP00000262189	0	0	0	0	0.054	0.375	0	0.189	0.480
